-5.03674;-0.107476;-2.20216;2e-05;2e-05;2e-05;-0.776204;0.469969;-0.328248
0.549175;-3.36584;-0.124115;2e-05;2e-05;2e-05;-0.246248;-0.149255;-0.109696
0.691185;-3.61745;0.768762;2e-05;2e-05;2e-05;-0.638013;-0.404913;-0.239496
0.51774;-3.69165;-0.302653;2e-05;2e-05;2e-05;-0.383956;-0.242529;-0.176302
0.576526;-4.44764;0.787076;2e-05;2e-05;2e-05;-0.258042;-0.18012;-0.0955385
0.58953;-3.98789;0.127836;2e-05;2e-05;2e-05;-0.50849;-0.335743;-0.216551
0.116777;-3.35645;0.455575;2e-05;2e-05;2e-05;-0.529085;-0.309114;-0.202766
0.500432;-3.35792;0.464343;2e-05;2e-05;2e-05;-0.784267;-0.472915;-0.309579
0.115824;-3.35623;0.130984;2e-05;2e-05;2e-05;-0.512608;-0.299455;-0.209843
0.620217;-3.77907;0.304513;2e-05;2e-05;2e-05;-0.436956;-0.281592;-0.180083
0.267526;-3.35655;-0.251777;2e-05;2e-05;2e-05;-0.607671;-0.359397;-0.270809
-0.372643;-3.63066;0.948861;2e-05;2e-05;2e-05;-0.818084;-0.477215;-0.270344
-0.00885868;-3.35549;-0.252118;2e-05;2e-05;2e-05;-0.779656;-0.450883;-0.339815
0.101618;-3.35666;0.848264;2e-05;2e-05;2e-05;-0.649949;-0.379275;-0.228242
0.606233;-4.21793;0.231523;2e-05;2e-05;2e-05;-0.617333;-0.420094;-0.257904
-5.5708;-0.107924;-1.06369;2e-05;2e-05;2e-05;-0.819711;0.481599;-0.284661
-5.63806;-0.107838;-1.14285;2e-05;2e-05;2e-05;-0.743432;0.435165;-0.260463
0.655882;-3.70459;0.513528;2e-05;2e-05;2e-05;-0.753615;-0.482389;-0.298252
0.629086;-3.59524;0.352874;2e-05;2e-05;2e-05;-0.585851;-0.368775;-0.239246
-0.16469;-3.57023;0.913732;2e-05;2e-05;2e-05;-0.620789;-0.365104;-0.210225
-0.0107236;-3.35607;0.615939;2e-05;2e-05;2e-05;-0.734515;-0.424749;-0.269238
-0.0720057;-3.35562;0.286756;2e-05;2e-05;2e-05;-0.375647;-0.216156;-0.146839
-4.58115;-0.108095;-1.60175;2e-05;2e-05;2e-05;-0.65563;0.407547;-0.261582
0.143322;-3.35671;0.688516;2e-05;2e-05;2e-05;-0.643889;-0.377007;-0.235181
0.453034;-3.35721;-0.322317;2e-05;2e-05;2e-05;-0.518189;-0.311212;-0.237507
-5.46165;-0.107633;-1.60955;2e-05;2e-05;2e-05;-0.589561;0.348498;-0.223929
0.00656557;-3.91529;0.88428;2e-05;2e-05;2e-05;-0.671724;-0.418977;-0.232165
0.625062;-4.14655;0.341166;2e-05;2e-05;2e-05;-0.252677;-0.170703;-0.1034
0.551705;-3.35779;-0.018239;2e-05;2e-05;2e-05;-0.669095;-0.405186;-0.29221
-5.87984;-0.1078;-1.00616;2e-05;2e-05;2e-05;-0.742241;0.428745;-0.251091
-0.331622;-3.35437;-0.0920694;2e-05;2e-05;2e-05;-0.691792;-0.389967;-0.28534
0.689539;-4.09209;0.720793;2e-05;2e-05;2e-05;-0.415416;-0.280263;-0.1576
-6.08558;-0.107604;-1.14498;2e-05;2e-05;2e-05;-0.823112;0.470196;-0.281519
-0.360514;-3.35443;0.156347;2e-05;2e-05;2e-05;-0.610056;-0.343124;-0.239304
0.693302;-3.63445;0.733005;2e-05;2e-05;2e-05;-0.478968;-0.304718;-0.181273
0.68581;-3.59673;0.687927;2e-05;2e-05;2e-05;-0.277622;-0.175626;-0.106061
0.159227;-3.35632;0.0207071;2e-05;2e-05;2e-05;-0.756961;-0.443758;-0.317709
-0.297747;-3.64678;0.936159;2e-05;2e-05;2e-05;-0.696949;-0.409803;-0.232349
0.659898;-4.4703;0.554001;2e-05;2e-05;2e-05;-0.66023;-0.465357;-0.259131
0.617431;-3.35853;0.696942;2e-05;2e-05;2e-05;-0.668153;-0.406889;-0.253286
-0.0721445;-3.35559;0.253102;2e-05;2e-05;2e-05;-0.474011;-0.272752;-0.186553
-0.363128;-3.35425;-0.0861571;2e-05;2e-05;2e-05;-0.633002;-0.35595;-0.260163
0.550573;-4.14095;-0.0988998;2e-05;2e-05;2e-05;-0.337608;-0.226504;-0.149702
0.548641;-3.5251;-0.123789;2e-05;2e-05;2e-05;-0.56406;-0.349371;-0.251246
0.602559;-3.57597;0.19578;2e-05;2e-05;2e-05;-0.359782;-0.225386;-0.151338
0.419684;-3.71012;0.814607;2e-05;2e-05;2e-05;-0.177404;-0.111422;-0.0644284
