0.141582;-4.37167;0.860817;2e-05;2e-05;2e-05;-0.645608;-0.430866;-0.226794
0.33021;-3.35701;0.0674686;2e-05;2e-05;2e-05;-0.779769;-0.463581;-0.328881
0.651016;-4.22805;0.496242;1.28e-05;1.28e-05;1.28e-05;-0.795404;-0.605364;0.0294529
-1.43886;-0.111438;2.80701;1.6e-05;1.6e-05;1.6e-05;-0.377417;0.804891;0.457938
0.671662;-3.62326;0.604951;1.28e-05;1.28e-05;1.28e-05;-0.942702;-0.22692;-0.244581
6.48821;-0.113871;5.27964;1.024e-05;1.024e-05;1.024e-05;0.705356;0.425574;0.566886
0.2734;-4.32517;0.83856;1.28e-05;1.28e-05;1.28e-05;-0.938689;-0.285655;-0.19304
0.683972;-3.95222;0.684855;1.28e-05;1.28e-05;1.28e-05;-0.891097;-0.398423;-0.217267
0.552379;-4.46772;-0.0810876;1.28e-05;1.28e-05;1.28e-05;-0.908394;-0.383258;-0.167133
-0.173058;-3.69015;0.914989;1.28e-05;1.28e-05;1.28e-05;-0.374927;-0.277156;-0.884655
-2.2457;-0.111816;4.42169;1.6e-05;1.6e-05;1.6e-05;-0.376844;0.688115;0.620069
3.45677;-0.111676;-0.587734;1.6e-05;1.6e-05;1.6e-05;0.596645;0.79847;-0.0803734
0.660102;-4.3315;0.77308;2e-05;2e-05;2e-05;-0.306055;-0.212144;-0.114474
-28.6009;-0.108272;18.1971;1.6e-05;1.6e-05;1.6e-05;-0.852674;0.123066;0.507741
1.09542;-0.110366;-1.99388;1.6e-05;1.6e-05;1.6e-05;0.10138;0.812286;-0.57438
32.2208;-0.115066;-4.71465;1.6e-05;1.6e-05;1.6e-05;0.977928;0.131826;-0.162106
0.548785;-4.04897;-0.111471;2e-05;2e-05;2e-05;-0.495021;-0.328262;-0.219988
-0.378525;-3.88825;0.949516;1.28e-05;1.28e-05;1.28e-05;-0.691137;-0.493849;-0.527677
-0.368176;-4.11337;0.947466;1.28e-05;1.28e-05;1.28e-05;-0.0988028;-0.453915;-0.88555
3.43137;-0.112442;1.41453;1.024e-05;1.024e-05;1.024e-05;0.686168;0.722536;0.0843484
0.521731;-3.35776;0.0954826;1.28e-05;1.28e-05;1.28e-05;-0.699734;-0.709974;-0.0794305
-1.47714;-0.110813;1.25029;1.024e-05;1.024e-05;1.024e-05;-0.501733;0.81501;0.289867
0.525085;-3.35781;0.149571;2e-05;2e-05;2e-05;-0.614333;-0.371199;-0.25911
-17.9812;-0.0963178;-2.66677;1.6e-05;1.6e-05;1.6e-05;-0.973945;0.171645;-0.148218
